seat number,building,date,time slot,student number
15,A,2024-02-25,14:00-16:00,S10048
5,A,2024-06-02,16:00-18:00,S10048
47,C,2024-04-21,10:00-12:00,S10048
17,A,2024-05-08,8:00-10:00,S10048
71,D,2024-05-09,14:00-16:00,S10124
42,C,2024-03-16,14:00-16:00,S10124
14,A,2024-05-17,14:00-16:00,S10124
26,B,2024-05-11,14:00-16:00,S10124
64,D,2024-06-08,14:00-16:00,S10124
33,B,2024-09-10,10:00-12:00,S10124
17,A,2024-10-18,14:00-16:00,S10124
33,B,2024-04-09,14:00-16:00,S10124
60,C,2024-09-12,10:00-12:00,S10124
56,C,2024-05-28,14:00-16:00,S10124
53,C,2024-06-17,16:00-18:00,S10124
13,A,2024-05-05,16:00-18:00,S10124
13,A,2024-05-16,8:00-10:00,S10124
25,B,2024-12-06,14:00-16:00,S10112
28,B,2024-04-24,10:00-12:00,S10112
46,C,2024-05-04,16:00-18:00,S10112
41,C,2024-05-07,16:00-18:00,S10112
17,A,2024-12-26,16:00-18:00,S10112
17,A,2024-12-24,16:00-18:00,S10112
41,C,2024-08-03,10:00-12:00,S10046
1,A,2024-12-08,16:00-18:00,S10046
73,D,2024-09-05,14:00-16:00,S10046
24,B,2024-12-27,10:00-12:00,S10046
53,C,2024-02-08,14:00-16:00,S10046
35,B,2024-12-24,14:00-16:00,S10046
46,C,2024-12-08,16:00-18:00,S10046
13,A,2024-12-11,16:00-18:00,S10046
79,D,2024-11-04,14:00-16:00,S10046
66,D,2024-12-04,14:00-16:00,S10046
30,B,2024-05-28,10:00-12:00,S10046
45,C,2024-05-11,10:00-12:00,S10103
33,B,2024-02-06,14:00-16:00,S10103
63,D,2024-12-07,14:00-16:00,S10103
59,C,2024-05-03,16:00-18:00,S10103
64,D,2024-05-17,16:00-18:00,S10103
42,C,2024-04-09,16:00-18:00,S10103
47,C,2024-10-21,14:00-16:00,S10103
25,B,2024-03-05,16:00-18:00,S10103
79,D,2024-04-25,16:00-18:00,S10103
9,A,2024-05-11,8:00-10:00,S10123
40,B,2024-05-13,10:00-12:00,S10123
28,B,2024-12-14,14:00-16:00,S10123
57,C,2024-12-04,16:00-18:00,S10123
79,D,2024-03-20,14:00-16:00,S10123
60,C,2024-12-09,14:00-16:00,S10123
80,D,2024-08-14,14:00-16:00,S10123
45,C,2024-12-01,14:00-16:00,S10123
71,D,2024-02-25,14:00-16:00,S10123
53,C,2024-05-27,14:00-16:00,S10123
72,D,2024-10-25,14:00-16:00,S10149
12,A,2024-05-23,10:00-12:00,S10149
35,B,2024-05-21,16:00-18:00,S10149
73,D,2024-12-20,10:00-12:00,S10149
54,C,2024-02-21,14:00-16:00,S10149
50,C,2024-12-12,14:00-16:00,S10149
42,C,2024-12-16,16:00-18:00,S10149
69,D,2024-12-24,16:00-18:00,S10149
71,D,2024-06-17,16:00-18:00,S10149
76,D,2024-12-23,14:00-16:00,S10149
49,C,2024-01-19,10:00-12:00,S10083
24,B,2024-06-26,14:00-16:00,S10083
21,B,2024-05-10,14:00-16:00,S10083
75,D,2024-06-02,10:00-12:00,S10083
70,D,2024-05-27,14:00-16:00,S10083
61,D,2024-12-02,14:00-16:00,S10083
14,A,2024-04-27,16:00-18:00,S10197
29,B,2024-05-20,16:00-18:00,S10197
7,A,2024-12-07,14:00-16:00,S10197
68,D,2024-03-23,14:00-16:00,S10197
78,D,2024-09-03,14:00-16:00,S10197
73,D,2024-05-21,8:00-10:00,S10197
42,C,2024-08-22,14:00-16:00,S10197
14,A,2024-05-04,14:00-16:00,S10197
54,C,2024-12-19,10:00-12:00,S10197
33,B,2024-03-17,14:00-16:00,S10197
75,D,2024-02-15,16:00-18:00,S10011
47,C,2024-11-18,14:00-16:00,S10011
17,A,2024-04-28,16:00-18:00,S10011
50,C,2024-05-28,14:00-16:00,S10011
3,A,2024-12-23,16:00-18:00,S10011
27,B,2024-06-12,14:00-16:00,S10011
16,A,2024-06-22,14:00-16:00,S10011
34,B,2024-09-14,10:00-12:00,S10011
64,D,2024-09-20,16:00-18:00,S10011
70,D,2024-11-27,14:00-16:00,S10011
36,B,2024-05-12,16:00-18:00,S10011
48,C,2024-12-26,10:00-12:00,S10071
45,C,2024-12-05,16:00-18:00,S10071
12,A,2024-04-06,14:00-16:00,S10071
32,B,2024-06-08,14:00-16:00,S10071
62,D,2024-09-25,14:00-16:00,S10071
36,B,2024-12-11,16:00-18:00,S10071
47,C,2024-05-19,16:00-18:00,S10071
77,D,2024-05-23,14:00-16:00,S10071
72,D,2024-08-02,16:00-18:00,S10071
71,D,2024-11-10,14:00-16:00,S10071
65,D,2024-12-28,10:00-12:00,S10071
40,B,2024-09-09,14:00-16:00,S10067
45,C,2024-05-01,14:00-16:00,S10067
74,D,2024-12-02,16:00-18:00,S10067
72,D,2024-05-01,10:00-12:00,S10067
51,C,2024-12-10,16:00-18:00,S10067
42,C,2024-09-13,8:00-10:00,S10154
23,B,2024-05-22,8:00-10:00,S10154
64,D,2024-01-07,14:00-16:00,S10154
57,C,2024-05-04,10:00-12:00,S10154
21,B,2024-04-08,16:00-18:00,S10154
16,A,2024-09-03,14:00-16:00,S10154
79,D,2024-01-13,8:00-10:00,S10072
21,B,2024-06-28,14:00-16:00,S10072
58,C,2024-12-04,14:00-16:00,S10072
54,C,2024-05-25,14:00-16:00,S10072
46,C,2024-12-12,10:00-12:00,S10072
65,D,2024-12-09,14:00-16:00,S10072
27,B,2024-05-17,16:00-18:00,S10072
40,B,2024-11-19,14:00-16:00,S10072
6,A,2024-05-23,10:00-12:00,S10072
61,D,2024-08-09,14:00-16:00,S10072
32,B,2024-12-14,16:00-18:00,S10072
29,B,2024-02-04,14:00-16:00,S10072
16,A,2024-03-24,16:00-18:00,S10072
57,C,2024-12-10,16:00-18:00,S10194
7,A,2024-01-16,14:00-16:00,S10194
18,A,2024-12-25,16:00-18:00,S10194
63,D,2024-09-26,14:00-16:00,S10194
14,A,2024-12-14,16:00-18:00,S10194
66,D,2024-12-06,14:00-16:00,S10194
24,B,2024-04-12,10:00-12:00,S10194
20,A,2024-12-26,14:00-16:00,S10194
38,B,2024-05-14,10:00-12:00,S10194
52,C,2024-04-10,16:00-18:00,S10194
1,A,2024-05-03,8:00-10:00,S10194
21,B,2024-09-28,16:00-18:00,S10194
4,A,2024-12-02,14:00-16:00,S10194
41,C,2024-08-26,14:00-16:00,S10140
57,C,2024-05-21,14:00-16:00,S10140
47,C,2024-12-14,14:00-16:00,S10140
30,B,2024-12-22,14:00-16:00,S10140
53,C,2024-05-01,8:00-10:00,S10140
66,D,2024-03-09,10:00-12:00,S10091
28,B,2024-08-01,14:00-16:00,S10091
62,D,2024-04-21,14:00-16:00,S10091
75,D,2024-02-14,14:00-16:00,S10091
9,A,2024-03-03,10:00-12:00,S10055
61,D,2024-08-12,16:00-18:00,S10055
53,C,2024-09-26,14:00-16:00,S10055
18,A,2024-11-04,16:00-18:00,S10055
72,D,2024-09-12,14:00-16:00,S10055
10,A,2024-12-24,14:00-16:00,S10055
2,A,2024-06-02,16:00-18:00,S10055
22,B,2024-12-28,14:00-16:00,S10164
63,D,2024-11-07,10:00-12:00,S10164
73,D,2024-12-01,8:00-10:00,S10164
42,C,2024-05-20,14:00-16:00,S10164
80,D,2024-08-19,8:00-10:00,S10164
2,A,2024-02-20,14:00-16:00,S10164
63,D,2024-11-26,14:00-16:00,S10164
78,D,2024-03-23,14:00-16:00,S10168
65,D,2024-01-26,16:00-18:00,S10168
53,C,2024-05-14,10:00-12:00,S10168
28,B,2024-08-02,10:00-12:00,S10168
33,B,2024-07-19,8:00-10:00,S10142
75,D,2024-08-16,16:00-18:00,S10168
77,D,2024-12-06,14:00-16:00,S10168
44,C,2024-12-22,16:00-18:00,S10199
60,C,2024-12-19,16:00-18:00,S10199
48,C,2024-12-05,14:00-16:00,S10199
69,D,2024-05-06,8:00-10:00,S10199
39,B,2024-04-17,14:00-16:00,S10007
22,B,2024-12-14,10:00-12:00,S10007
66,D,2024-09-03,10:00-12:00,S10007
17,A,2024-10-13,14:00-16:00,S10007
2,A,2024-12-05,10:00-12:00,S10007
28,B,2024-10-16,14:00-16:00,S10158
64,D,2024-10-28,14:00-16:00,S10158
21,B,2024-05-16,16:00-18:00,S10158
51,C,2024-05-17,14:00-16:00,S10158
19,A,2024-04-12,16:00-18:00,S10158
34,B,2024-05-16,14:00-16:00,S10141
53,C,2024-04-22,14:00-16:00,S10141
63,D,2024-12-12,16:00-18:00,S10141
18,A,2024-03-16,14:00-16:00,S10141
65,D,2024-06-13,16:00-18:00,S10141
61,D,2024-12-24,14:00-16:00,S10141
78,D,2024-12-19,16:00-18:00,S10141
49,C,2024-05-15,14:00-16:00,S10141
76,D,2024-05-23,16:00-18:00,S10141
66,D,2024-05-04,16:00-18:00,S10141
62,D,2024-02-15,16:00-18:00,S10141
57,C,2024-08-16,14:00-16:00,S10141
12,A,2024-12-25,14:00-16:00,S10141
25,B,2024-07-19,10:00-12:00,S10016
78,D,2024-12-07,14:00-16:00,S10096
33,B,2024-05-25,16:00-18:00,S10096
11,A,2024-05-18,10:00-12:00,S10096
55,C,2024-12-24,16:00-18:00,S10096
8,A,2024-04-16,10:00-12:00,S10096
32,B,2024-04-09,10:00-12:00,S10096
25,B,2024-06-07,14:00-16:00,S10096
52,C,2024-10-24,10:00-12:00,S10096
24,B,2024-05-02,10:00-12:00,S10096
24,B,2024-04-25,8:00-10:00,S10096
12,A,2024-05-01,14:00-16:00,S10096
4,A,2024-04-06,14:00-16:00,S10096
43,C,2024-05-22,14:00-16:00,S10096
28,B,2024-12-11,14:00-16:00,S10096
66,D,2024-12-09,14:00-16:00,S10040
75,D,2024-12-16,14:00-16:00,S10040
20,A,2024-03-09,10:00-12:00,S10040
60,C,2024-03-16,10:00-12:00,S10040
21,B,2024-07-19,14:00-16:00,S10119
65,D,2024-12-02,14:00-16:00,S10040
56,C,2024-09-25,16:00-18:00,S10040
8,A,2024-05-22,8:00-10:00,S10040
15,A,2024-08-09,16:00-18:00,S10040
49,C,2024-12-07,16:00-18:00,S10040
73,D,2024-11-13,14:00-16:00,S10040
56,C,2024-05-09,16:00-18:00,S10040
28,B,2024-07-19,16:00-18:00,S10086
30,B,2024-05-08,14:00-16:00,S10093
51,C,2024-11-10,10:00-12:00,S10093
27,B,2024-05-04,10:00-12:00,S10093
14,A,2024-10-26,14:00-16:00,S10093
8,A,2024-12-14,16:00-18:00,S10093
63,D,2024-02-16,14:00-16:00,S10032
60,C,2024-05-04,14:00-16:00,S10032
29,B,2024-05-15,10:00-12:00,S10032
4,A,2024-05-22,10:00-12:00,S10032
70,D,2024-04-12,8:00-10:00,S10032
47,C,2024-01-18,14:00-16:00,S10032
49,C,2024-08-02,10:00-12:00,S10032
39,B,2024-07-20,10:00-12:00,S10162
39,B,2024-07-20,16:00-18:00,S10139
6,A,2024-11-23,10:00-12:00,S10034
18,A,2024-03-16,8:00-10:00,S10034
14,A,2024-02-13,14:00-16:00,S10034
43,C,2024-09-27,10:00-12:00,S10034
42,C,2024-05-17,10:00-12:00,S10034
36,B,2024-06-26,14:00-16:00,S10152
40,B,2024-05-20,14:00-16:00,S10152
35,B,2024-07-22,14:00-16:00,S10035
16,A,2024-11-13,8:00-10:00,S10152
9,A,2024-05-26,10:00-12:00,S10152
73,D,2024-03-13,16:00-18:00,S10152
2,A,2024-06-08,16:00-18:00,S10152
45,C,2024-12-16,14:00-16:00,S10152
35,B,2024-12-25,10:00-12:00,S10152
28,B,2024-02-22,14:00-16:00,S10152
70,D,2024-12-02,16:00-18:00,S10167
50,C,2024-05-18,16:00-18:00,S10167
36,B,2024-07-24,10:00-12:00,S10124
34,B,2024-05-22,14:00-16:00,S10167
32,B,2024-05-01,14:00-16:00,S10167
15,A,2024-12-26,16:00-18:00,S10167
69,D,2024-02-04,14:00-16:00,S10167
63,D,2024-04-20,8:00-10:00,S10167
69,D,2024-10-23,14:00-16:00,S10119
21,B,2024-12-11,10:00-12:00,S10119
3,A,2024-08-15,16:00-18:00,S10119
40,B,2024-07-24,16:00-18:00,S10021
62,D,2024-12-24,14:00-16:00,S10119
68,D,2024-03-25,14:00-16:00,S10151
70,D,2024-12-23,14:00-16:00,S10151
63,D,2024-12-23,10:00-12:00,S10151
36,B,2024-09-06,14:00-16:00,S10151
23,B,2024-05-01,16:00-18:00,S10151
30,B,2024-05-06,8:00-10:00,S10151
23,B,2024-01-23,14:00-16:00,S10151
64,D,2024-05-13,14:00-16:00,S10151
57,C,2024-03-04,16:00-18:00,S10151
15,A,2024-09-28,16:00-18:00,S10148
48,C,2024-08-16,14:00-16:00,S10148
10,A,2024-09-18,10:00-12:00,S10148
8,A,2024-01-21,10:00-12:00,S10148
65,D,2024-05-04,14:00-16:00,S10148
11,A,2024-03-04,16:00-18:00,S10148
21,B,2024-07-25,14:00-16:00,S10074
30,B,2024-05-03,14:00-16:00,S10148
34,B,2024-07-25,14:00-16:00,S10026
3,A,2024-11-23,16:00-18:00,S10148
20,A,2024-05-06,10:00-12:00,S10148
3,A,2024-05-16,16:00-18:00,S10148
40,B,2024-09-12,14:00-16:00,S10148
38,B,2024-03-08,14:00-16:00,S10015
76,D,2024-12-22,14:00-16:00,S10015
5,A,2024-02-21,16:00-18:00,S10015
21,B,2024-05-18,8:00-10:00,S10015
49,C,2024-05-11,8:00-10:00,S10015
44,C,2024-06-11,14:00-16:00,S10015
55,C,2024-04-07,8:00-10:00,S10015
11,A,2024-02-05,14:00-16:00,S10015
34,B,2024-05-24,16:00-18:00,S10015
60,C,2024-10-13,14:00-16:00,S10015
51,C,2024-09-05,10:00-12:00,S10015
44,C,2024-12-25,14:00-16:00,S10015
46,C,2024-02-06,10:00-12:00,S10138
4,A,2024-12-28,8:00-10:00,S10138
6,A,2024-12-12,10:00-12:00,S10138
65,D,2024-12-12,10:00-12:00,S10138
51,C,2024-03-02,14:00-16:00,S10138
63,D,2024-05-03,14:00-16:00,S10138
36,B,2024-12-08,16:00-18:00,S10138
80,D,2024-02-23,16:00-18:00,S10138
56,C,2024-12-14,14:00-16:00,S10138
73,D,2024-03-04,14:00-16:00,S10138
57,C,2024-10-17,14:00-16:00,S10138
51,C,2024-11-10,8:00-10:00,S10138
19,A,2024-12-26,10:00-12:00,S10126
24,B,2024-07-26,14:00-16:00,S10148
2,A,2024-05-03,14:00-16:00,S10126
73,D,2024-05-07,14:00-16:00,S10126
22,B,2024-05-13,14:00-16:00,S10126
31,B,2024-03-07,14:00-16:00,S10126
18,A,2024-03-24,16:00-18:00,S10126
27,B,2024-12-13,14:00-16:00,S10126
13,A,2024-12-16,16:00-18:00,S10126
14,A,2024-05-07,16:00-18:00,S10126
20,A,2024-12-12,14:00-16:00,S10126
70,D,2024-12-04,8:00-10:00,S10126
58,C,2024-05-28,14:00-16:00,S10126
76,D,2024-06-02,16:00-18:00,S10126
24,B,2024-07-28,14:00-16:00,S10174
62,D,2024-04-04,16:00-18:00,S10193
68,D,2024-05-03,14:00-16:00,S10193
23,B,2024-05-21,10:00-12:00,S10193
64,D,2024-05-21,10:00-12:00,S10193
67,D,2024-05-24,14:00-16:00,S10193
57,C,2024-08-23,14:00-16:00,S10193
49,C,2024-04-27,10:00-12:00,S10193
31,B,2024-12-13,14:00-16:00,S10193
25,B,2024-05-12,16:00-18:00,S10193
62,D,2024-02-23,16:00-18:00,S10193
47,C,2024-02-15,14:00-16:00,S10193
53,C,2024-05-08,14:00-16:00,S10193
52,C,2024-02-09,8:00-10:00,S10155
46,C,2024-12-06,14:00-16:00,S10155
26,B,2024-04-08,16:00-18:00,S10155
4,A,2024-05-16,14:00-16:00,S10155
48,C,2024-05-09,16:00-18:00,S10155
17,A,2024-12-07,8:00-10:00,S10155
50,C,2024-06-24,16:00-18:00,S10155
6,A,2024-12-26,16:00-18:00,S10155
72,D,2024-03-22,10:00-12:00,S10150
22,B,2024-05-05,14:00-16:00,S10150
44,C,2024-05-12,14:00-16:00,S10150
3,A,2024-12-15,14:00-16:00,S10150
18,A,2024-10-14,16:00-18:00,S10150
61,D,2024-06-15,16:00-18:00,S10150
8,A,2024-09-11,16:00-18:00,S10150
22,B,2024-09-25,14:00-16:00,S10150
15,A,2024-12-26,14:00-16:00,S10150
51,C,2024-10-25,16:00-18:00,S10150
60,C,2024-05-17,14:00-16:00,S10150
45,C,2024-05-18,16:00-18:00,S10150
62,D,2024-05-22,16:00-18:00,S10150
64,D,2024-05-14,14:00-16:00,S10150
8,A,2024-10-17,14:00-16:00,S10150
35,B,2024-05-07,14:00-16:00,S10114
26,B,2024-02-19,16:00-18:00,S10114
32,B,2024-12-24,14:00-16:00,S10114
33,B,2024-05-26,10:00-12:00,S10114
6,A,2024-05-12,14:00-16:00,S10114
52,C,2024-05-17,10:00-12:00,S10114
54,C,2024-12-16,14:00-16:00,S10114
34,B,2024-05-25,16:00-18:00,S10114
9,A,2024-06-09,16:00-18:00,S10114
37,B,2024-12-11,16:00-18:00,S10114
38,B,2024-08-27,16:00-18:00,S10114
44,C,2024-05-11,14:00-16:00,S10114
54,C,2024-12-19,8:00-10:00,S10114
60,C,2024-12-25,14:00-16:00,S10173
35,B,2024-07-29,10:00-12:00,S10150
66,D,2024-03-14,16:00-18:00,S10173
79,D,2024-05-12,14:00-16:00,S10173
5,A,2024-03-10,14:00-16:00,S10173
11,A,2024-12-28,16:00-18:00,S10173
7,A,2024-11-16,14:00-16:00,S10173
33,B,2024-12-19,10:00-12:00,S10173
45,C,2024-11-28,16:00-18:00,S10105
33,B,2024-05-15,14:00-16:00,S10105
54,C,2024-10-26,16:00-18:00,S10105
78,D,2024-12-19,10:00-12:00,S10105
21,B,2024-05-16,14:00-16:00,S10105
38,B,2024-03-06,14:00-16:00,S10105
68,D,2024-11-16,14:00-16:00,S10105
21,B,2024-11-03,16:00-18:00,S10105
65,D,2024-06-13,14:00-16:00,S10105
26,B,2024-08-15,16:00-18:00,S10105
55,C,2024-05-03,14:00-16:00,S10105
59,C,2024-11-19,14:00-16:00,S10105
34,B,2024-12-14,10:00-12:00,S10105
70,D,2024-05-10,14:00-16:00,S10079
5,A,2024-12-27,14:00-16:00,S10079
59,C,2024-07-01,14:00-16:00,S10167
7,A,2024-10-10,16:00-18:00,S10079
35,B,2024-05-01,8:00-10:00,S10079
69,D,2024-05-16,16:00-18:00,S10079
23,B,2024-12-12,14:00-16:00,S10079
47,C,2024-03-21,14:00-16:00,S10079
65,D,2024-02-22,8:00-10:00,S10079
22,B,2024-04-10,16:00-18:00,S10079
50,C,2024-10-27,14:00-16:00,S10014
48,C,2024-05-16,14:00-16:00,S10014
72,D,2024-02-05,8:00-10:00,S10014
27,B,2024-08-14,10:00-12:00,S10014
21,B,2024-12-15,8:00-10:00,S10014
31,B,2024-11-03,10:00-12:00,S10014
57,C,2024-06-20,10:00-12:00,S10014
52,C,2024-05-14,14:00-16:00,S10014
63,D,2024-01-04,14:00-16:00,S10014
72,D,2024-04-21,10:00-12:00,S10014
23,B,2024-11-07,16:00-18:00,S10014
27,B,2024-02-06,14:00-16:00,S10014
19,A,2024-05-14,16:00-18:00,S10014
15,A,2024-05-03,8:00-10:00,S10080
56,C,2024-04-01,14:00-16:00,S10080
15,A,2024-05-09,14:00-16:00,S10080
79,D,2024-05-18,14:00-16:00,S10080
26,B,2024-05-05,16:00-18:00,S10080
53,C,2024-02-09,14:00-16:00,S10080
70,D,2024-10-12,14:00-16:00,S10080
54,C,2024-06-22,10:00-12:00,S10080
78,D,2024-12-09,14:00-16:00,S10189
2,A,2024-05-12,16:00-18:00,S10189
69,D,2024-03-08,14:00-16:00,S10189
33,B,2024-12-16,10:00-12:00,S10189
38,B,2024-08-23,8:00-10:00,S10056
46,C,2024-05-10,8:00-10:00,S10056
43,C,2024-05-21,10:00-12:00,S10056
79,D,2024-12-08,16:00-18:00,S10056
70,D,2024-12-15,16:00-18:00,S10056
6,A,2024-12-18,14:00-16:00,S10078
37,B,2024-03-21,10:00-12:00,S10078
44,C,2024-08-28,10:00-12:00,S10078
47,C,2024-12-13,14:00-16:00,S10078
79,D,2024-06-07,14:00-16:00,S10078
33,B,2024-10-06,16:00-18:00,S10078
51,C,2024-12-20,14:00-16:00,S10078
72,D,2024-02-22,14:00-16:00,S10104
48,C,2024-07-02,10:00-12:00,S10152
80,D,2024-05-11,14:00-16:00,S10104
17,A,2024-11-09,14:00-16:00,S10104
61,D,2024-04-27,8:00-10:00,S10104
8,A,2024-03-15,14:00-16:00,S10104
72,D,2024-02-14,14:00-16:00,S10104
53,C,2024-07-03,16:00-18:00,S10141
42,C,2024-06-05,14:00-16:00,S10104
57,C,2024-10-19,14:00-16:00,S10104
69,D,2024-05-11,16:00-18:00,S10104
28,B,2024-05-08,16:00-18:00,S10104
43,C,2024-07-04,14:00-16:00,S10169
55,C,2024-12-21,8:00-10:00,S10176
69,D,2024-12-06,14:00-16:00,S10176
46,C,2024-12-14,14:00-16:00,S10176
54,C,2024-03-05,14:00-16:00,S10176
69,D,2024-05-12,16:00-18:00,S10176
62,D,2024-05-18,10:00-12:00,S10176
3,A,2024-05-19,10:00-12:00,S10176
34,B,2024-10-01,16:00-18:00,S10176
31,B,2024-09-05,14:00-16:00,S10176
75,D,2024-05-27,14:00-16:00,S10176
16,A,2024-12-07,14:00-16:00,S10038
31,B,2024-05-19,16:00-18:00,S10038
56,C,2024-06-19,16:00-18:00,S10038
56,C,2024-06-06,14:00-16:00,S10038
62,D,2024-09-09,14:00-16:00,S10038
57,C,2024-03-14,14:00-16:00,S10038
30,B,2024-02-27,16:00-18:00,S10038
12,A,2024-10-22,14:00-16:00,S10038
47,C,2024-07-04,14:00-16:00,S10135
69,D,2024-05-11,10:00-12:00,S10077
80,D,2024-10-24,14:00-16:00,S10077
3,A,2024-12-25,14:00-16:00,S10077
3,A,2024-05-09,14:00-16:00,S10113
62,D,2024-12-08,16:00-18:00,S10113
30,B,2024-04-14,14:00-16:00,S10113
22,B,2024-12-17,16:00-18:00,S10113
23,B,2024-08-26,16:00-18:00,S10113
45,C,2024-09-18,14:00-16:00,S10113
29,B,2024-06-03,8:00-10:00,S10113
36,B,2024-12-12,14:00-16:00,S10113
31,B,2024-02-20,10:00-12:00,S10113
73,D,2024-05-08,14:00-16:00,S10113
76,D,2024-03-22,14:00-16:00,S10113
52,C,2024-05-17,16:00-18:00,S10113
44,C,2024-08-14,14:00-16:00,S10120
19,A,2024-12-04,8:00-10:00,S10120
60,C,2024-12-22,16:00-18:00,S10120
5,A,2024-05-17,8:00-10:00,S10120
32,B,2024-05-02,14:00-16:00,S10120
64,D,2024-05-09,10:00-12:00,S10120
41,C,2024-07-05,14:00-16:00,S10011
31,B,2024-05-21,16:00-18:00,S10120
46,C,2024-05-11,14:00-16:00,S10070
55,C,2024-07-06,16:00-18:00,S10119
63,D,2024-12-22,16:00-18:00,S10070
14,A,2024-12-05,8:00-10:00,S10115
14,A,2024-11-08,16:00-18:00,S10115
75,D,2024-12-26,10:00-12:00,S10115
70,D,2024-05-12,14:00-16:00,S10115
77,D,2024-05-22,10:00-12:00,S10115
40,B,2024-02-04,16:00-18:00,S10115
14,A,2024-12-03,16:00-18:00,S10115
21,B,2024-02-01,16:00-18:00,S10200
26,B,2024-12-04,8:00-10:00,S10200
17,A,2024-05-28,10:00-12:00,S10200
46,C,2024-12-11,10:00-12:00,S10200
44,C,2024-09-26,16:00-18:00,S10200
35,B,2024-05-09,14:00-16:00,S10200
68,D,2024-05-15,16:00-18:00,S10200
59,C,2024-12-17,14:00-16:00,S10200
43,C,2024-10-27,14:00-16:00,S10200
9,A,2024-10-02,14:00-16:00,S10200
25,B,2024-05-19,16:00-18:00,S10100
70,D,2024-05-22,16:00-18:00,S10100
50,C,2024-12-26,16:00-18:00,S10100
73,D,2024-05-04,10:00-12:00,S10100
20,A,2024-11-17,14:00-16:00,S10100
36,B,2024-12-10,14:00-16:00,S10100
24,B,2024-02-14,10:00-12:00,S10100
70,D,2024-12-16,14:00-16:00,S10100
26,B,2024-04-08,14:00-16:00,S10100
70,D,2024-12-04,16:00-18:00,S10026
80,D,2024-04-18,10:00-12:00,S10026
29,B,2024-12-21,16:00-18:00,S10026
41,C,2024-07-07,16:00-18:00,S10115
68,D,2024-12-24,16:00-18:00,S10026
41,C,2024-12-27,10:00-12:00,S10026
35,B,2024-12-13,14:00-16:00,S10026
79,D,2024-12-16,14:00-16:00,S10026
46,C,2024-09-14,16:00-18:00,S10026
49,C,2024-03-07,10:00-12:00,S10026
27,B,2024-05-13,14:00-16:00,S10026
15,A,2024-12-09,8:00-10:00,S10026
71,D,2024-05-02,14:00-16:00,S10026
7,A,2024-05-15,14:00-16:00,S10057
46,C,2024-12-19,16:00-18:00,S10057
44,C,2024-12-13,16:00-18:00,S10057
40,B,2024-12-15,14:00-16:00,S10057
57,C,2024-04-08,16:00-18:00,S10057
5,A,2024-10-01,16:00-18:00,S10057
78,D,2024-05-19,14:00-16:00,S10057
36,B,2024-12-01,16:00-18:00,S10108
31,B,2024-12-16,14:00-16:00,S10108
9,A,2024-06-14,16:00-18:00,S10108
14,A,2024-05-13,14:00-16:00,S10108
55,C,2024-12-01,10:00-12:00,S10108
54,C,2024-09-11,8:00-10:00,S10108
1,A,2024-12-09,10:00-12:00,S10108
47,C,2024-09-20,14:00-16:00,S10063
1,A,2024-11-22,16:00-18:00,S10063
13,A,2024-12-05,14:00-16:00,S10063
75,D,2024-09-28,14:00-16:00,S10063
23,B,2024-06-14,16:00-18:00,S10198
77,D,2024-04-16,16:00-18:00,S10198
23,B,2024-09-22,16:00-18:00,S10198
26,B,2024-06-18,16:00-18:00,S10198
80,D,2024-05-16,8:00-10:00,S10198
71,D,2024-02-13,14:00-16:00,S10198
80,D,2024-05-06,8:00-10:00,S10198
33,B,2024-05-04,14:00-16:00,S10198
43,C,2024-05-12,14:00-16:00,S10198
14,A,2024-12-08,10:00-12:00,S10198
32,B,2024-05-13,14:00-16:00,S10198
37,B,2024-10-14,10:00-12:00,S10198
34,B,2024-12-17,10:00-12:00,S10198
30,B,2024-12-16,14:00-16:00,S10198
2,A,2024-02-13,14:00-16:00,S10198
7,A,2024-05-24,14:00-16:00,S10130
40,B,2024-10-11,16:00-18:00,S10130
55,C,2024-05-06,8:00-10:00,S10130
44,C,2024-06-20,16:00-18:00,S10130
24,B,2024-05-25,14:00-16:00,S10130
13,A,2024-10-14,14:00-16:00,S10130
29,B,2024-12-25,14:00-16:00,S10064
64,D,2024-05-07,10:00-12:00,S10064
48,C,2024-12-26,14:00-16:00,S10064
50,C,2024-04-03,10:00-12:00,S10064
70,D,2024-04-01,14:00-16:00,S10064
24,B,2024-05-24,10:00-12:00,S10064
50,C,2024-12-26,8:00-10:00,S10064
38,B,2024-09-13,10:00-12:00,S10064
3,A,2024-02-28,16:00-18:00,S10132
67,D,2024-05-15,8:00-10:00,S10132
16,A,2024-05-14,14:00-16:00,S10132
54,C,2024-09-26,16:00-18:00,S10132
60,C,2024-05-05,16:00-18:00,S10132
6,A,2024-02-06,14:00-16:00,S10132
28,B,2024-12-18,16:00-18:00,S10132
64,D,2024-12-20,10:00-12:00,S10132
39,B,2024-02-03,16:00-18:00,S10132
51,C,2024-12-18,10:00-12:00,S10132
76,D,2024-12-02,16:00-18:00,S10132
3,A,2024-11-18,14:00-16:00,S10027
80,D,2024-12-11,16:00-18:00,S10027
37,B,2024-06-06,14:00-16:00,S10027
35,B,2024-12-17,10:00-12:00,S10027
34,B,2024-10-20,14:00-16:00,S10027
51,C,2024-05-14,10:00-12:00,S10027
70,D,2024-05-23,14:00-16:00,S10027
8,A,2024-05-10,10:00-12:00,S10027
56,C,2024-11-21,16:00-18:00,S10027
19,A,2024-05-19,16:00-18:00,S10027
61,D,2024-05-24,14:00-16:00,S10027
